case_id,docket_no,title,state,date,type,pending,opinion_link
S-1-SC-39474_New-Mexico_2024/11/18,S-1-SC-39474,State v. Vasquez,New Mexico,"November 18, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-12/supreme_court_of_new_mexico-opinion.pdf
E2022-01058-SC-R11-CV_Tennessee_2025/03/26,E2022-01058-SC-R11-CV,Smith v. BlueCross BlueShield of Tennessee,Tennessee,"March 26, 2025",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-03/tennessee_supreme_court-opinion.pdf
2022-0934_Ohio_2024/11/19,2022-0934,In Re Application for Correction of Birth Record of Hailey Emmeline Adelaide,Ohio,"November 19, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-11/ohio_supreme_court-opinion.pdf
S-2023-921_Oklahoma_2024/10/24,S-2023-921,State v. Velasquez,Oklahoma,"October 24, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-12/oklahoma_court_of_criminal_appeals-opinion.pdf
2024-CD-00359_Louisiana_2024/10/25,2024-CD-00359,Fisher v. Harter,Louisiana,"October 25, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/louisiana_supreme_court-opinion.pdf
J-4-2024_Pennsylvania_2024/10/24,J-4-2024,In re The Thirtieth County Investigating Grand Jury,Pennsylvania,"October 24, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_pennsylvania-opinion_0.pdf
102134-8_Washington_2024/10/24,102134-8,State v. McGee,Washington,"October 24, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_washington-opinion.pdf
A22-1840_Minnesota_2024/10/23,A22-1840,In re Benson,Minnesota,"October 23, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_minnesota-opinion.pdf
S-1-SC-39284_New-Mexico_2024/10/21,S-1-SC-39284,Johnson & Johnson v. Wilson,New Mexico,"October 21, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_new_mexico-opinion.pdf
2023SC116_Colorado_2024/10/08,2023SC116,Masterpiece Cakeshop v. Scardina,Colorado,"October 8, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-12/supreme_court_of_colorado-opinion.pdf
15_New-York_2025/03/20,15,Fossella v. Adams,New York,"March 20, 2025",Election 2024,False,https://statecourtreport.org/sites/default/files/2025-03/new_york_court_of_appeals-opinion_0.pdf
22SC759_Colorado_2024/08/19,22SC759,People v. Lopez,Colorado,"August 19, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Lopez%2C%20Colo.%20No.%2022SC759.pdf
CV-24-492_Arkansas_2024/10/17,CV-24-492,McGill v. Thurston,Arkansas,"October 17, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_arkansas-opinion.pdf
SCWC-23-0000185_Hawaii_2024/10/17,SCWC-23-0000185,State v. Hoffman,Hawaii,"October 17, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_hawaii-opinion.pdf
85693_Nevada_2024/10/17,85693,"Mass Land Acquisition, LLC v. The First Judicial District Court of the State",Nevada,"October 17, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_nevada-opinion.pdf
A24-1022_Minnesota_2024/10/16,A24-1022,MacDonald v. Simon,Minnesota,"October 16, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_minnesota-opinion_0.pdf
2024AP000232_Wisconsin_2025/02/18,2024AP000232,Brown v. Wisconsin Elections Commission,Wisconsin,"February 18, 2025",Election 2024,False,https://statecourtreport.org/sites/default/files/2025-02/supreme_court_of_wisconsin-opinion.pdf
2024-OHIO-5029_Ohio_2024/10/22,2024-OHIO-5029,Cincinnati Enquirer v. Bloom,Ohio,"October 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-10/ohio_supreme_court-opinion.pdf
S24A0617_Georgia_2024/10/22,S24A0617,Gonzalez v. Miller,Georgia,"October 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-10/supreme_court_of_georgia-opinion.pdf
CV-24-652_Arkansas_2024/10/21,CV-24-652,Paschall v. Thurston,Arkansas,"October 21, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-10/supreme_court_of_arkansas-opinion.pdf
No.-26-WAP-2024_Pennsylvania_2024/10/23,No. 26 WAP 2024,Genser v. Butler County Board of Elections,Pennsylvania,"October 23, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-10/pa_sc_genser.pdf
11-MM-2023_Pennsylvania_2024/09/26,11 MM 2023,Commonwealth v. Yard,Pennsylvania,"September 26, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_pennsylvania-opinion.pdf
S-24-0658_Nebraska_2024/09/13,S-24-0658,State ex rel. Collar v. Evnen,Nebraska,"September 13, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_nebraska-opinion_0.pdf
S-24-653_Nebraska_2024/09/13,S-24-653,State ex rel. Elizabeth Constance v. Evnen,Nebraska,"September 13, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_nebraska-opinion.pdf
2023-0097_New-Hampshire_2024/09/12,2023-0097,Richard v. Governor,New Hampshire,"September 12, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-11/new_hampshire_supreme_court-opinon.pdf
"PD-0522-21,-PD-0523-21,-PD-0524-21_Texas_2024/09/11","PD-0522-21, PD-0523-21, PD-0524-21",Ex parte Charette,Texas,"September 11, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/texas_court_of_criminal_appeals-opinion.pdf
24SA75_Colorado_2024/09/09,24SA75,People v. Lewis,Colorado,"September 9, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/colorado_supreme_court-opinion.pdf
23–1122_Iowa_2024/10/11,23–1122,State v. Miller,Iowa,"October 11, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-10/iowa_supreme_court-opinion.pdf
SJC-13547_Massachusetts_2024/09/06,SJC-13547,Commonwealth v. Dilworth,Massachusetts,"September 6, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_judicial_court_of_massachusetts-opinion.pdf
2024-Ohio-3338_Ohio_2024/09/05,2024 Ohio 3338,"Hild, Administration of the Estate of Boldman v. Samaritan Health Partners",Ohio,"September 5, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_ohio-opinion.pdf
20240965_Utah_2024/10/24,20240965,League of Women Voters of Utah v. Utah State Legislature (LWV 2),Utah,"October 24, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-10/utah_supreme_court-opinion.pdf
DA-23-0287_Montana_2024/10/09,DA 23-0287,Planned Parenthood of Montana v. State (Planned Parenthood 3),Montana,"October 9, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-10/supreme_court_of_montana-opinion_2.pdf
DA-23-0288_Montana_2024/10/09,DA 23-0288,Planned Parenthood of Montana v. State (Planned Parenthood 4),Montana,"October 9, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-10/supreme_court_of_montana-opinion.pdf
J-65A-C-2023_Pennsylvania_2024/09/26,J-65A-C-2023,Krasner v. Ward,Pennsylvania,"September 26, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-09/pa-krasner-v-ward-sc-opinion-sept-27-2024_0.pdf
2024-Ohio-4547_Ohio_2024/09/16,2024-Ohio-4547,State ex rel. Citizens Not Politicians v. Ohio Ballot Board,Ohio,"September 16, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-10/supreme-court-of-ohio-opinion.pdf
SC100742_Missouri_2024/09/20,SC100742,Coleman v. Ashcroft,Missouri,"September 20, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2026-04/supreme_court_of_missouri-opinion.pdf
"S-24-647,-S-24-654_Nebraska_2024/09/13","S-24-647, S-24-654",State ex rel. Brooks v. Evnen,Nebraska,"September 13, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-09/supreme-court-of-nebraska-opinion.pdf
023-001673_South-Carolina_2024/09/11,023-001673,Eidson v. South Carolina Department of Education,South Carolina,"September 11, 2024",Education,False,https://statecourtreport.org/sites/default/files/2024-09/eidsonvsouthcarolinadeptofedu-opinion.pdf
DA-23-0382_Montana_2024/08/20,DA 23-0382,Acorn International v. State,Montana,"August 20, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/fastcase/converted/ACORN%20Int%27l%20v.%20State%2C%20Mont.%20DA%2023-0382.pdf
104-MAP-2022_Pennsylvania_2024/08/20,104 MAP 2022,Oberholzer v. Galapo,Pennsylvania,"August 20, 2024",Speech and Religion,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Oberholzer%20v.%20Galapo%2C%20Pa.%20104%20MAP%202022.pdf
315-A.3d-1277_Pennsylvania_2024/05/31,315 A.3d 1277,Commonwealth v. Thompson,Pennsylvania,"May 31, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_pennsylvania-opinion_1.pdf
CV-23-0152-PR_Arizona_2024/08/16,CV-23-0152-PR,Francisco v. Affiliated Urologists,Arizona,"August 16, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Francisco%20v.%20Affiliated%20Urologists%20Ltd.%2C%20Ariz.%20CV-23-0152-PR.pdf
20190818_Utah_2024/08/15,20190818,State v. Chadwick,Utah,"August 15, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Chadwick%2C%20Utah%2020190818.pdf
20240815_Utah_2024/08/15,20240815,Jenkins v. Beaver County,Utah,"August 15, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Jenkins%20v.%20Beaver%20Cnty.%2C%20Utah%2020240815.pdf
20220272_Utah_2024/08/15,20220272,State v. Baugh,Utah,"August 15, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Baugh%2C%20Utah%2020220272.pdf
"S24G0336,-S24G0340_Georgia_2024/08/13","S24G0336, S24G0340",Satcher v. Columbia County,Georgia,"August 13, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Satcher%20v.%20Columbia%20Cnty.%2C%20Ga.%20S24G0336.pdf
20220786_Utah_2024/08/08,20220786,Sports Medicine Research & Testing Lab. v. Board of Equalization of Salt Lake County,Utah,"August 8, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Sports%20Med.%20Research%20%26%20Testing%20Lab.%20v.%20Bd.%20of%20Equalization%20of%20Salt%20Lake%20Cnty.%2C%20Utah%2020220786.pdf
SC-20632_Connecticut_2024/08/08,SC 20632,State v. King,Connecticut,"August 8, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20King%2C%20Conn.%20SC%2020632.pdf
CR-23-0252-PR_Arizona_2024/08/07,CR-23-0252-PR,Gilpin v. Harris,Arizona,"August 7, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Gilpin%20v.%20Harris%2C%20Ariz.%20CR-23-0252-PR.pdf
23-79-_West-Virginia_2024/08/07,23-79 ,Norwood v. Frame,West Virginia,"August 7, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Norwood%20v.%20Frame%2C%20W.%20Va.%2023-79.pdf
DA-23-0136_Montana_2024/08/06,DA 23-0136,State v. Case,Montana,"August 6, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Case%2C%20Mont.%20DA%2023-0136.pdf
240684_Virginia_2025/06/25,240684,Layla H v. Virginia,Virginia,"June 25, 2025",Environment,False,https://statecourtreport.org/sites/default/files/2025-03/virginia_court_of_appeals-opinion.pdf
CV-23-0130-PR-_Arizona_2024/07/31,CV-23-0130-PR ,Gilmore v. Gallego,Arizona,"July 31, 2024",Speech and Religion,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Gilmore%20v.%20Gallego%2C%20Ariz.%20CV-23-0130-PR.pdf
SC-20776_Connecticut_2024/07/30,SC 20776,Spillane v. Lamont,Connecticut,"July 30, 2024",Speech and Religion,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Spillane%20v.%20Lamont%2C%20Conn.%20SC%2020776.pdf
23A-PL-899_Indiana_2024/07/17,23A-PL-899,Indiana Bureau of Motor Vehicles v. Simmons,Indiana,"July 17, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2025-01/rehearing_opinion.pdf
A23-1780_Minnesota_2024/07/24,A23-1780,Jacobs v. City of Columbia Heights,Minnesota,"July 24, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Jacobs%20v.%20City%20of%20Columbia%20Heights%2C%20Minn.%20A23-1780.pdf
A23-0620_Minnesota_2024/05/30,A23-0620,Doe v. Minnesota,Minnesota,"May 30, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-10/supreme_court_of_minnesota-opinion.pdf
CV-21-0213-PR_Arizona_2024/07/22,CV-21-0213-PR,Pima County. v. State,Arizona,"July 22, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Pima%20Cnty.%20v.%20State%2C%20Ariz.%20CV-21-0213-PR.pdf
22SC738_Colorado_2024/09/30,22SC738,Sellers v. People,Colorado,"September 30, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-10/colorado_supreme_court-opinion.pdf
SC-164133_Michigan_2024/07/16,SC 164133,People v. Loew,Michigan,"July 16, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Loew%2C%20Mich.%20SC%20164133.pdf
C-20727_Connecticut_2024/07/16,C 20727,Tatum v. Commissioner of Corrections,Connecticut,"July 16, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Tatum%20v.%20Comm%27r%20of%20Corr.%2C%20Conn.%20SC%2020727.pdf
2024-C-00055_New-Hampshire_2024/07/11,2024-C-00055,State v. Diole,New Hampshire,"July 11, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Diole%2C%20N.H.%202022-058.pdf
DA-23-0272_Montana_2024/08/14,DA 23-0272,Planned Parenthood of Montana v. State of Montana (Planned Parenthood 2),Montana,"August 14, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-08/ppmontanavknudsenopinion8.14.24.pdf
2024-KK-00564_Louisiana_2023/05/02,2024-KK-00564,State v. Thompson,Louisiana,"May 2, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Thompson%2C%20La.%202022-KH-01391.pdf
2024-C-00055_Louisiana_2024/06/28,2024-C-00055,Watson Memorial Spiritual Temple of Christ v. Korban,Louisiana,"June 28, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Watson%20Mem%27l%20Spiritual%20Temple%20of%20Christ%20v.%20Korban%2C%20La.%202024-C-00055.pdf
2020AP1876-CR_Wisconsin_2024/03/18,2020AP1876-CR,State v. Hoyle,Wisconsin,"March 18, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-01/supreme_court_of_wisconsin-opinion.pdf
S24A0591_Georgia_2024/10/31,S24A0591,Williams v. Powell,Georgia,"October 31, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2025-01/supreme_court_of_georgia-opinion.pdf
86_New-York_2024/08/20,86,Stefanik v. Hochul,New York,"August 20, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-10/new-york-court-of-appeals-opinion.pdf
130288_Illinois_2025/01/24,130288,Walker v. Chasteen,Illinois,"January 24, 2025",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2025-03/supreme_court_of_illinois-opinion.pdf
2022-0634_New-Hampshire_2025/01/22,2022-0634,State v. Warren,New Hampshire,"January 22, 2025",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-03/supreme_court_of_new_hampshire-opinion.pdf
S-1-SC-39742_New-Mexico_2025/01/09,S-1-SC-39742,State ex. rel. Raúl Torrez v. Board of County Commissioners for Lea County,New Mexico,"January 9, 2025",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2025-01/supreme_court_of_new_mexico-opinion.pdf
166424_Michigan_2024/08/28,166424,O’Halloran v. Sec. of State,Michigan,"August 28, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_michigan-opinion_0.pdf
24-0426_Texas_2024/08/23,24-0426,In re Dallas County,Texas,"August 23, 2024",Judicial Selection and Administration,False,https://statecourtreport.org/sites/default/files/2024-09/texas-dallas-county-opinion-august-23.pdf
165185_Michigan_2024/07/08,165185,People v. Neilly,Michigan,"July 8, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-07/michigan-neilly-7.8.24.pdf
22-1149_Texas_2024/06/28,22-1149,Borgelt v. Austin Firefighters Association,Texas,"June 28, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Borgelt%20v.%20Austin%20Firefighters%20Ass%27n%2C%20Tex.%2022-1149.pdf
22-1232_Iowa_2024/06/28,22-1232,State v. Bauler,Iowa,"June 28, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Bauler%2C%20Iowa%2022-1232.pdf
55A23_North-Carolina_2024/06/28,55A23,Askew v. City of Kinston,North Carolina,"June 28, 2024",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Askew%20v.%20City%20of%20Kinston%2C%20N.C.%2055A23.pdf
22-0522_Iowa_2024/06/28,22-0522,State v. White,Iowa,"June 28, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20White%2C%20Iowa%2022-0522.pdf
S272632_California_2024/06/27,S272632,In re Harris,California,"June 27, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Harris%2C%20Cal.%20S272632.pdf
SCOT-21-0000581_Hawaii_2024/06/20,SCOT-21-0000581,Surface Water Use Permit Applications,Hawaii,"June 20, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Surface%20Water%20Use%20Permit%20Applications%2C%20Haw.%20SCOT-21-0000581.pdf
"-124,130;-125,051_Kansas_2024/07/05"," 124,130; 125,051",Hodes & Nauser v. Kobach; Hodes & Nauser v. Stanek,Kansas,"July 5, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-07/ks-opinion-stanek-7.5.24.pdf
24-0325_Texas_2024/06/14,24-0325,In re State,Texas,"June 14, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20State%2C%20Tex.%2024-0325.pdf
SC-S070046_Oregon_2024/06/13,SC S070046,State v. Autele,Oregon,"June 13, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Autele%2C%20Or.%20SC%20S070046.pdf
DA-23-0575_Montana_2024/12/18,DA 23-0575,Held v. Montana,Montana,"December 18, 2024",Environment,False,https://statecourtreport.org/sites/default/files/2024-12/montana_supreme_court-opinion.pdf
2023-CC-01194_Louisiana_2024/06/12,2023-CC-01194,Bienvenu v. Defendant 1,Louisiana,"June 12, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2024-12/louisiana_supreme_court-opinion.pdf
22-587_West-Virginia_2024/06/11,22-587,"Roman Realty, LLC v. The City of Morgantown",West Virginia,"June 11, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Roman%20Realty%2C%20LLC%20v.%20The%20City%20of%20Morgantown%2C%20W.%20Va.%2022-587.pdf
49376-2021_Idaho_2024/06/06,49376-2021,State v. Barr,Idaho,"June 6, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Barr%2C%20Idaho%2049376-2021.pdf
SC100352_Missouri_2024/06/04,SC100352,State ex rel. Parson v. Walker,Missouri,"June 4, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Parson%20v.%20Walker%2C%20Mo.%20SC100352.pdf
23-0000063_Hawaii_2024/06/04,23-0000063,State v. Tran,Hawaii,"June 4, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Tran%2C%20Haw.%20SCAP-23-0000063.pdf
J-25-2023_Pennsylvania_2024/05/31,J-25-2023,Commonwealth v. Torsilieri,Pennsylvania,"May 31, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Torsilieri%2C%20Pa.%2097%20MAP%202022.pdf
20230436-SC_Utah_2024/09/05,20230436-SC,Bingham v. Gourley,Utah,"September 5, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2025-08/supreme_court_of_utah-opinion.pdf
SCAP-22-0000268_Hawaii_2024/05/30,SCAP-22-0000268,Kanahele v. State,Hawaii,"May 30, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Kanahele%20v.%20State%2C%20Haw.%20SCAP-22-0000268.pdf
"354,-2023_Delaware_2024/08/01","354, 2023",In re Covid-related Restrictions on Religious Services,Delaware,"August 1, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-11/supreme_court_of_delaware-opinion.pdf
101828-2-_Washington_2024/06/13,101828-2 ,State of Washington v. Luthi,Washington,"June 13, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-06/washington-v-luthi-opinion-6-13-24.pdf
"121,987_Oklahoma_2024/06/11","121,987",Independent School District No. 12 v. State of Oklahoma,Oklahoma,"June 11, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-06/oklahoma-supreme-court-application-to-assume-original-jurisdiction-and-petition-for-write-of-prohibition-6-11-24.pdf
57_New-York_2024/05/23,57,People v. Watkins,New York,"May 23, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Watkins%2C%20N.Y.%20No.%2057.pdf
89PA22_North-Carolina_2024/05/23,89PA22,Fearrington v. City of Greenville,North Carolina,"May 23, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Fearrington%20v.%20City%20of%20Greenville%2C%20N.C.%2089PA22.pdf
2022-63-C.A._Rhode-Island_2024/05/22,2022-63-C.A.,State v. Brown,Rhode Island,"May 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Brown%2C%20R.I.%202022-63-C.A..pdf
22-0585_Texas_2024/05/17,22-0585,Texas Department of Transportation v. Self,Texas,"May 17, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Tex.%20Dep%27t%20of%20Transp.%20v.%20Self%2C%20Tex.%2022-0585.pdf
"120,-2024_Delaware_2024/06/28","120, 2024",Albence v. Mennella,Delaware,"June 28, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-07/albence-v-mannella-opinion-june-29-2024.pdf
CV-22-190_Arkansas_2024/05/16,CV-22-190,Thurston v. The League of Women Voters of Arkansas,Arkansas,"May 16, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Thurston%20v.%20The%20League%20of%20Women%20Voters%20of%20Ark.%2C%20Ark.%20CV-22-190.pdf
87613_Minnesota_2024/05/13,87613,Schools Over Stadiums v. Thompson,Minnesota,"May 13, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Schs.%20Over%20Stadiums%20v.%20Thompson%2C%20Nev.%2087613.pdf
SJC-13495_Massachusetts_2024/05/13,SJC-13495,Commonwealth v. Hastings,Massachusetts,"May 13, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Hastings%2C%20Mass.%20SJC-13495.pdf
A21-0626_Minnesota_2024/05/10,A21-0626,Snell v. Walz,Minnesota,"May 10, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Snell%20v.%20Walz%2C%20Minn.%20A21-0626.pdf
S-18189_Alaska_2024/05/10,S-18189,Alaska Trappers Association v. City of Valdez,Alaska,"May 10, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Alaska%20Trappers%20Ass%27n%20v.%20City%20of%20Valdez%2C%20Alaska%20S-18189.pdf
SC-S071034_Oregon_2024/05/08,SC S071034,Brown v. Kotek,Oregon,"May 8, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Brown%20v.%20Kotek%2C%20Or.%20SC%20S071034.pdf
24S-CT-159_Indiana_2024/05/06,24S-CT-159,Cosme v. Clark,Indiana,"May 6, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Cosme%20v.%20Clark%2C%20Ind.%2024S-CT-159.pdf
"086861,-A-40-22_New-Jersey_2024/05/06","086861, A-40-22",Usachenok v. Department of the Treasury,New Jersey,"May 6, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Usachenok%20v.%20State%2C%20Dep%27t%20of%20Treasury%2C%20N.J.%20A-40-22.pdf
SC2022-0458_Florida_2024/05/02,SC2022-0458,State v. Penna,Florida,"May 2, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Penna%2C%20Fla.%20SC2022-0458.pdf
2021-M-01125_Mississippi_2024/05/02,2021-M-01125,Walter v. State,Mississippi,"May 2, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Walter%20v.%20State%2C%20Miss.%202021-M-01125.pdf
A23-1940_Minnesota_2024/08/07,A23-1940,Minnesota Voters Alliance v. Hunt,Minnesota,"August 7, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-08/opa231940-080724.pdf
SC99931_Missouri_2024/04/30,SC99931,Lucas v. Ashcroft,Missouri,"April 30, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Lucas%20v.%20Ashcroft%2C%20Mo.%20SC99931.pdf
S281977_California_2024/06/20,S281977,Legislature of the State of California v. Weber,California,"June 20, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-06/cali-leg-opinion-6.20.24.pdf
2024AP164_Wisconsin_2024/07/05,2024AP164,Priorities USA v. Wisconsin Elections Commission,Wisconsin,"July 5, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-07/wisconsin-drop-box-opinion.pdf
101997-1_Washington_2024/03/14,101997-1,Associated General Contractors of Washington v. State,Washington,"March 14, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Assoc.%20Gen.%20Contractors%20of%20Wash.%20v.%20State%2C%20Wash.%20No.%20101997-1.pdf
403PA21_North-Carolina_2024/05/23,403PA21,Bouvier v. Porter,North Carolina,"May 23, 2024",Election 2024,False,https://statecourtreport.org/sites/default/files/2024-05/nc-bovier-opinion-5.23.24.pdf
J-70-2023_Pennsylvania_2024/04/25,J-70-2023,City of Lancaster v. Pennsylvania Public Utility Commission,Pennsylvania,"April 25, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/City%20of%20Lancaster%20v.%20Pa.%20Pub.%20Util.%20Comm%27n%2C%20Pa.%20107%20MAP%202022.pdf
