case_id,docket_no,title,state,date,type,pending,opinion_link
2022-0603_Ohio_2023/11/09,2022-0603,State v. Daniel,Ohio,"November 9, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/2023-11/State%20v.%20Daniels%20-%2011.09.2023.pdf
22-0536_Iowa_2023/06/09,22-0536,Livingood v. City of Des Moines,Iowa,"June 9, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Livingood%20v.%20City%20of%20Des%20Moines%2C%20Iowa%20No.%2022-0536.pdf
70_New-York_2023/10/24,70,Stevens v. New York State Division of Criminal Justice Services,New York,"October 24, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Stevens%20v.%20N.Y.%20State%20Div.%20of%20Criminal%20Justice%20Servs.%2C%20N.Y.%20No.%2070.pdf
210389_Virginia_2023/10/19,210389,McKeithen v. City of Richmond,Virginia,"October 19, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2023-12/McKeithen%20v.%20City%20of%20Richmond%20-%20Virginia%20Supreme%20Court%20210389%20-%2010.19.2023.pdf
SC-S069360_Oregon_2023/10/19,SC S069360,State v. Reed,Oregon,"October 19, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/2023-12/State%20v.%20Reed%20-%20Oregon%20Supreme%20Court%20-%2010.19.2023.pdf
CV-22-0142-PR_Arizona_2023/10/16,CV-22-0142-PR,Torres v. Jai Dining Services,Arizona,"October 16, 2023",Torts and Liability,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Torres%20v.%20Jai%20Dining%20Servs.%20%28Phx.%29%2C%20Ariz.%20CV-22-0142-PR.pdf
WD86595_Missouri_2023/10/31,WD86595,Fitz-James v. Ashcroft,Missouri,"October 31, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-11/Fitz%20James%20v.%20Ashcroft%20-%20Opinion%20-%2010.31.2023.pdf
23S-CR-72_Indiana_2023/10/31_1,23S-CR-72,State v. Kizer,Indiana,"October 31, 2023",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2023-11/State%20v.%20Kizer%20-%20Opinion%20-%2010.31.2023.pdf
CV-23-468_Arkansas_2023/10/12,CV-23-468,Arkansas Department of Education v. Jackson,Arkansas,"October 12, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Ark.%20Dep%27t%20of%20Educ.%20v.%20Jackson%2C%20Ark.%20CV-23-468.pdf
S-1-SC-38996_New-Mexico_2023/10/12,S-1-SC-38996,State ex rel. Candelaria v. Grisham,New Mexico,"October 12, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Candelaria%20v.%20Grisham%2C%20N.M.%20S-1-SC-38996.pdf
48799_Idaho_2023/10/04,48799,Tidwell v. Blaine County,Idaho,"October 4, 2023",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Tidwell%20v.%20Blaine%20Cnty.%2C%20Idaho%2048799.pdf
2021AP1450-OA_Wisconsin_2024/03/01,2021AP1450-OA,Johnson v. Wisconsin Elections Commission,Wisconsin,"March 1, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-03/johnson-v-wi-elections-commission-order-denying-motion-for-relief-03.01.2024.pdf
SC100045_Missouri_2023/12/19,SC100045,Byrd v. State,Missouri,"December 19, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2024-01/missouri-supreme-court-byrd-v-state-12.19.2023.pdf
2022-SC-0522_Kentucky_2023/12/14,2022-SC-0522,Graham v. Adams,Kentucky,"December 14, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-12/graham-v-adams-kentucky-supreme-court-12.14.2023.pdf
20230158_North-Dakota_2023/09/28,20230158,Board of Trustees of N. Dakota Public Employees Retirement System v. N. Dakota Legislative Assembly,North Dakota,"September 28, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Bd.%20of%20Trs.%20of%20the%20N.%20Dakota%20Pub.%20Emps.%20Ret.%20Sys.%20v.%20N.%20Dakota%20Legislative%20Assembly%2C%20N.D.%2020230158.pdf
22-EAP-2021_Pennsylvania_2023/09/28,22 EAP 2021,Weeks v. Department of Human Service of the Commonwealth,Pennsylvania,"September 28, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Weeks%20v.%20Dep%27t%20of%20Human%20Servs.%20of%20the%20Commonwealth%2C%20Pa.%2022%20EAP%202021.pdf
100992-5_Washington_2023/09/28,100992-5,Gonzales v. Inslee,Washington,"September 28, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Gonzales%20v.%20Inslee%2C%20Wash.%20100992-5.pdf
2021-1198_Ohio_2023/11/27,2021-1198,Bennett et al. v. Ohio Redistricting Commission et al.,Ohio,"November 27, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-11/Ohio%20Supreme%20Court%20-%20Order%20Granting%20Motion%20to%20Dismiss%20-%2011.27.2023_1.pdf
2021-1193_Ohio_2023/11/27,2021-1193,League of Women Voters Ohio et al. v. Ohio Redistricting Commission et al.,Ohio,"November 27, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-11/Ohio%20Supreme%20Court%20-%20Order%20Granting%20Motion%20to%20Dismiss%20-%2011.27.2023_1.pdf
OP-23-0331_Montana_2023/09/26,OP 23-0331,Monforton v. Knudsen,Montana,"September 26, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Monforton%20v.%20Knudsen%2C%20Mont.%20OP%2023-0331.pdf
20220636_Utah_2023/09/21,20220636,State v. Barnett,Utah,"September 21, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Barnett%2C%20Utah%2020220636.pdf
100873-2_Washington_2023/09/21,100873-2,State v. Reynolds,Washington,"September 21, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Reynolds%2C%20Wash.%20100873-2.pdf
S23A0631_Georgia_2023/09/19,S23A0631,Roberts v. Cuthpert,Georgia,"September 19, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Roberts%20v.%20Cuthpert%2C%20Ga.%20S23A0631.pdf
2023-1088_Ohio_2023/09/19,2023-1088,State ex rel. Ohioans United for Reproductive Rights v. Ohio Ballot Board,Ohio,"September 19, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Ohioans%20United%20for%20Reprod.%20Rights%20v.%20Ohio%20Ballot%20Bd.%2C%20Ohio%202023-1088.pdf
101375-2_Washington_2023/09/14,101375-2,Snaza v. State,Washington,"September 14, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Snaza%20v.%20State%2C%20Wash.%20101375-2.pdf
"DA-21-0533,-DA-23-0046_Montana_2023/12/12","DA 21-0533, DA 23-0046",Stand Up Montana v. Missoula County Public Schools,Montana,"December 12, 2023",Education,False,https://statecourtreport.org/sites/default/files/2024-02/supreme-court-of-montana-stand-up-montana-v-missoula-county-public-schools-12.12.2023.pdf
2023SA12_Colorado_2023/10/16,2023SA12,Colorado v. Seymour,Colorado,"October 16, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/2023-10/Colorado%20v.%20Seymour%20-%20Opinion%20-%2010.20.2023.pdf
2022-CC-01713_Louisiana_2023/09/08,2022-CC-01713,Mellor v. Jefferson Parish,Louisiana,"September 8, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Mellor%20v.%20The%20Par.%20of%20Jefferson%2C%20La.%202022-CC-01713.pdf
2022-KK-01827_Louisiana_2023/09/08,2022-KK-01827,State v. Lee,Louisiana,"September 8, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Lee%2C%20La.%202022-KK-01827.pdf
101052-4_Washington_2023/09/07,101052-4,Wahkiakum School District No. 200 v. State,Washington,"September 7, 2023",Education,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Wahkiakum%20Sch.%20Dist.%20No.%20200%20v.%20State%2C%20Wash.%20101052-4.pdf
S-1-SC-38937_New-Mexico_2023/09/05,S-1-SC-38937,State v. Ayon,New Mexico,"September 5, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Ayon%2C%20N.M.%20S-1-SC-38937.pdf
25-2022_Maryland_2023/08/31,25-2022,Clark v. State,Maryland,"August 31, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Clark%20v.%20State%2C%20Md.%2025-2022.pdf
2021-1210_Ohio_2023/11/27,2021-1210,Ohio Organizing Collaborative v. Ohio Redistricting Commission,Ohio,"November 27, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-11/Ohio%20Supreme%20Court%20-%20Order%20Granting%20Motion%20to%20Dismiss%20-%2011.27.2023_1.pdf
S-1-SC-39481_New-Mexico_2023/09/22,S-1-SC-39481,Grisham v. Van Soelen,New Mexico,"September 22, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-10/Grisham%20-%20Opinion%20-%2009.22.2023.pdf
OJ-23-1_Maine_2023/05/26,OJ-23-1,In re Opinion of the Justices,Maine,"May 26, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/additionalPdfs/processed/Opinion%20of%20the%20Justices%20-Letter%20-05.26.2023.pdf
2023-SC-0196_Kentucky_2023/10/26,2023-SC-0196,"ARKK Properties, LLC v. Cameron",Kentucky,"October 26, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/2023-10/Kentucky%20Supreme%20Court%20-%202023-SC-0196-OA.pdf
230172_Virginia_2023/10/12,230172,Anderson v. Clarke,Virginia,"October 12, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/2025-11/albemarle_county_circuit_court-opinion-10.12.2023.pdf
DA-20-0197_Montana_2023/06/14,DA 20-0197,State v. Hinman,Montana,"June 14, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Hinman%2C%20Mont.%20DA%2020-0197.pdf
"130,-144_Delaware_2023/08/30","130, 144",Burroughs v. State,Delaware,"August 30, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Burroughs%20v.%20State%2C%20Del.%20144.pdf
101385-0_Washington_2023/06/08,101385-0,State v. Teulilo,Washington,"June 8, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Teulilo%2C%20Wash.%20No.%20101385-0.pdf
2021-SC-0485_Kentucky_2023/08/24,2021-SC-0485,Robertson v. Commonwealth,Kentucky,"August 24, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Robertson%20v.%20Commonwealth%2C%20Ky.%202021-SC-0485-MR.pdf
20723_Connecticut_2023/08/22,20723,State v. Avoletta,Connecticut,"August 22, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Avoletta%2C%20Conn.%20SC%2020723.pdf
"79658,-80113,-80968_Nevada_2023/08/17","79658, 80113, 80968",Valley Health System v. Murray,Nevada,"August 17, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Valley%20Health%20Sys.%20v.%20Murray%2C%20Nev.%2079658.pdf
20220343_North-Dakota_2023/08/17,20220343,State v. Kollie,North Dakota,"August 17, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Kollie%2C%20N.D.%2020220343.pdf
2023-CA-00584-SCT_Mississippi_2023/09/21,2023-CA-00584-SCT,Saunders v. Mississippi,Mississippi,"September 21, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/2023-09/Saunders%20v.%20Mississippi%20-%20Opinion%20-%2009.21.2023.pdf
49099_Idaho_2023/08/15,49099,State v. Bell,Idaho,"August 15, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Bell%2C%20Idaho%2049099.pdf
18_New-York_2023/03/16,18,People v. Regan,New York,"March 16, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Regan%2C%20N.Y.%20No.%2018.pdf
129453_Illinois_2023/08/11,129453,Caulkins v. Pritzker,Illinois,"August 11, 2023",,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Caulkins%20v.%20Pritzker%2C%20Ill.%20129453.pdf
SC-S069454_Oregon_2023/08/10,SC S069454,State v. Benton,Oregon,"August 10, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Benton%2C%20Or.%20SC%20S069454.pdf
2019AP664-CR_Wisconsin_2023/05/16,2019AP664-CR,State v. Johnson,Wisconsin,"May 16, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Johnson%2C%20Wis.%20No.%202019AP664-CR.pdf
100922-4_Washington_2023/08/03,100922-4,State v. Rivers,Washington,"August 3, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Rivers%2C%20Wash.%20100922-4.pdf
S271869_California_2023/08/03,S271869,Chevron U.S.A. v. Monterey County,California,"August 3, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Chevron%20U.S.A.%20v.%20Cnty.%20of%20Monterey%2C%20Cal.%20S271869.pdf
A-23-22_New-Jersey_2023/08/02,A-23-22,State v. Watson,New Jersey,"August 2, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Watson%2C%20N.J.%20A-23-22.pdf
CR-22-0175-PR_Arizona_2023/07/31,CR-22-0175-PR,Draper v. Gentry,Arizona,"July 31, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Draper%20v.%20Gentry%2C%20Ariz.%20CR-22-0175-PR.pdf
162373_Michigan_2023/07/31,162373,People v. Posey,Michigan,"July 31, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Posey%2C%20Mich.%20162373.pdf
2022-CP-2023-CP-40-002745_South-Carolina_2023/08/23,2022-CP-2023-CP-40-002745,Planned Parenthood v. South Carolina,South Carolina,"August 23, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2023-09/SC%2028174.pdf
"2020-1496,-2021-0532_Ohio_2023/07/26","2020-1496, 2021-0532",State v. Hacker,Ohio,"July 26, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Hacker%2C%20Ohio%202020-1496.pdf
A20-1638_Minnesota_2023/07/26,A20-1638,State v. Bell,Minnesota,"July 26, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Bell%2C%20Minn.%20A20-1638.pdf
21-AP-275_Vermont_2023/07/21,21-AP-275,State v. Boyer,Vermont,"July 21, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Boyer%2C%20Vt.%2021-AP-275.pdf
165169_Michigan_2022/11/17,165169,Mt. Clemens Recreational Bowl v. Director of the Department of Health & Human Services,Michigan,"November 17, 2022",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2024-02/court-of-appeals-mount-clemens-v-dept-of-health-and-human-serivces-11.17.2022.pdf
129248_Illinois_2023/07/18,129248,Rowe v. Raoul,Illinois,"July 18, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Rowe%20v.%20Raoul%2C%20Ill.%20129248.pdf
S275478_California_2022/06/02,S275478,Gascon v. the Association of Deputy District Attorneys for Los Angeles County,California,"June 2, 2022",Government Structure,False,https://statecourtreport.org/sites/default/files/2023-10/Court%20of%20Appeals%20-%20Gascon%20Opinion%20-%2006.02.2022.pdf
164557_Michigan_2022/03/31,164557,The Gym 24/7 Fitness LLC v. State of Michigan,Michigan,"March 31, 2022",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/additionalPdfs/processed/Court%20of%20Appeals%20-Opinion%20-03.31.2022.pdf
49667_Idaho_2023/07/10,49667,Bradbury v. City of Lewiston,Idaho,"July 10, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Bradbury%20v.%20City%20of%20Lewiston%2C%20Idaho%2049667.pdf
SC-163073_Michigan_2023/07/07,SC 163073,People v. Johnson,Michigan,"July 7, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Johnson%2C%20Mich.%20SC%20163073.pdf
W2019-01059-SC-R11-PD_Tennessee_2023/07/07,W2019-01059-SC-R11-PD,Dotson v. State,Tennessee,"July 7, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Dotson%20v.%20State%2C%20Tenn.%20W2019-01059-SC-R11-PD.pdf
SC-163942_Michigan_2023/07/07,SC 163942,People v. Edwards,Michigan,"July 7, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Edwards%2C%20Mich.%20SC%20163942.pdf
21-1327_Iowa_2023/06/30,21-1327,Valdez v. West Des Moines Community Schools,Iowa,"June 30, 2023",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Valdez%20v.%20W.%20Des%20Moines%20Cmty.%20Schs.%2C%20Iowa%2021-1327.pdf
M2020-01510-SC-R11-CV_Tennessee_2023/06/29,M2020-01510-SC-R11-CV,Falls v. Goins,Tennessee,"June 29, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Falls%20v.%20Goins%2C%20Tenn.%20M2020-01510-SC-R11-CV.pdf
"A-61-21,-A-7-22_New-Jersey_2023/06/29","A-61-21, A-7-22","Facebook, Inc. v. State",New Jersey,"June 29, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Facebook%2C%20Inc.%20v.%20State%2C%20N.J.%20A-61-21.pdf
23S-CR-165_Indiana_2023/06/29,23S-CR-165,Harris v. State,Indiana,"June 29, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Harris%20v.%20State%2C%20Ind.%2023S-CR-165.pdf
PD-1102-20_Texas_2023/06/21,PD-1102-20,Ex parte Sheffield,Texas,"June 21, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Ex%20parte%20Sheffield%2C%20Tex.%20Crim.%20App.%20PD-1102-20.pdf
22SC824_Colorado_2023/06/20,22SC824,Aurora Public Schools. v. A.S.,Colorado,"June 20, 2023",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2023-09/Aurora%20Public%20Schools%20v%20A.S.%20-%20Opinion.pdf
23SA2_Colorado_2023/06/20,23SA2,People v. Smith,Colorado,"June 20, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Smith%2C%20Colo.%2023SA2.pdf
2023-0630_Ohio_2023/06/16,2023-0630,State ex rel. One Person One Vote v. LaRose,Ohio,"June 16, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20One%20Person%20One%20Vote%20v.%20LaRose%2C%20Ohio%202023-0630.pdf
19-029_Vermont_2023/02/17,19-029,State v. Murphy,Vermont,"February 17, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Murphy%2C%20Vt.%20No.%2019-029.pdf
100999-2_Washington_2023/06/15,100999-2,Portugal v. Franklin County,Washington,"June 15, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Portugal%20v.%20Franklin%20Cnty.%2C%20Wash.%20100999-2.pdf
SC99092_Missouri_2023/06/13,SC99092,Conservation Commission v. Bailey,Missouri,"June 13, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Conservation%20Comm%27n%20v.%20Bailey%2C%20Mo.%20SC99092.pdf
SC99554_Missouri_2023/06/13,SC99554,State v. Hamby,Missouri,"June 13, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/2023-08/Opinion_SC99554.pdf
45_New-York_2023/06/13,45,Owner Operator Independent Drivers Association v. NYS Department of Transportation,New York,"June 13, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Owner%20Operator%20Indep.%20Drivers%20Ass%27n%20v.%20N.Y.%20State%20Dep%27t%20of%20Transp.%2C%20N.Y.%20No.%2045.pdf
120589_Oklahoma_2023/06/13,120589,Berkson v. State ex rel. Askins,Oklahoma,"June 13, 2023",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Berkson%20v.%20State%20ex%20rel.%20Askins%2C%20Okla.%20120589.pdf
2023-0672_Ohio_2023/06/12,2023-0672,The State ex rel. One Person One Vote v. Ohio Ballot Board,Ohio,"June 12, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/The%20State%20ex%20rel.%20One%20Person%20One%20Vote%20v.%20Ohio%20Ballot%20Bd.%2C%20Ohio%202023-0672.pdf
22-2036_Iowa_2023/06/16,22-2036,"Planned Parenthood of Heartland, Inc. v. Reynolds",Iowa,"June 16, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Planned%20Parenthood%20of%20Heartland%2C%20Inc.%20v.%20Reynolds%20ex%20rel.%20State%2C%20Iowa%2022-2036.pdf
22-AP-200_Vermont_2023/06/09,22-AP-200,A.B. v. S.U.,Vermont,"June 9, 2023",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2023-09/A.B.%20v.%20S.U.%20opinion.pdf
"100552-1,-100718-3_Washington_2023/06/08","100552-1, 100718-3",State v. Gonzalez (In re Sargent),Washington,"June 8, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Gonzalez%20%28In%20re%20Sargent%29%2C%20Wash.%20100552-1.pdf
"S-22-0250,-S-22-0282_Wyoming_2023/06/07","S-22-0250, S-22-0282",Joseph v. State,Wyoming,"June 7, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Joseph%20v.%20State%2C%20Wyo.%20S-22-0250.pdf
SC20734_Connecticut_2023/06/06,SC20734,State v. Langston,Connecticut,"June 6, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Langston%2C%20Conn.%20SC%2020734.pdf
2023-0388_Ohio_2023/06/01,2023-0388,State ex rel. DeBlase v. Ohio Ballot Board,Ohio,"June 1, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20DeBlase%20v.%20Ohio%20Ballot%20Bd.%2C%20Ohio%202023-0388.pdf
120376_Oklahoma_2023/05/31,120376,Oklahoma Call for Reproductive Justice v. State,Oklahoma,"May 31, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Okla.%20Call%20for%20Reprod.%20Justice%20v.%20State%2C%20Okla.%20120376.pdf
"S23A0017,-S23X0018_Georgia_2023/05/31","S23A0017, S23X0018",Raffensperger v. Jackson,Georgia,"May 31, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Raffensperger%20v.%20Jackson%2C%20Ga.%20S23A0017.pdf
2020AP2003_Wisconsin_2023/05/16,2020AP2003,"Wisconsin Justice Initiative,  Inc. v. Wisconsin Elections Commission",Wisconsin,"May 16, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Wis.%20Justice%20Initiative%2C%20Inc.%20v.%20Wis.%20Elections%20Comm%27n%2C%20Wis.%202020AP2003.pdf
21-0831_Iowa_2023/05/26,21-0831,State ex rel. Attorney General of Iowa v. Autor,Iowa,"May 26, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Attorney%20Gen.%20of%20Iowa%20v.%20Autor%2C%20Iowa%2021-0831.pdf
S-18292_Alaska_2023/05/26,S-18292,Taylor v. Alaska Legislative Affairs Agency,Alaska,"May 26, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Taylor%20v.%20Alaska%20Legislative%20Affairs%20Agency%2C%20Alaska%20S-18292.pdf
S-17772_Alaska_2023/05/26,S-17772,"Williams Alaska Petroleum, Inc. v. State",Alaska,"May 26, 2023",Environment,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Williams%20Alaska%20Petroleum%2C%20Inc.%20v.%20State%2C%20Alaska%20S-17772.pdf
A22-1190_Minnesota_2023/05/24,A22-1190,Kranz v. City of Bloomington,Minnesota,"May 24, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Kranz%20v.%20City%20of%20Bloomington%2C%20Minn.%20A22-1190.pdf
21-0323_West-Virginia_2023/05/23,21-0323,State v. Conner,West Virginia,"May 23, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Conner%2C%20W.%20Va.%2021-0323.pdf
43_New-York_2023/05/23,43,St. Lawrence Cnty. v. City of Ogdensburg,New York,"May 23, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/St.%20Lawrence%20Cnty.%20v.%20City%20of%20Ogdensburg%2C%20N.Y.%20No.%2043.pdf
S21Z0595_Georgia_2023/03/15,S21Z0595,In re Judge Christian Coomer,Georgia,"March 15, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Inquiry%20Concerning%20Judge%20Christian%20Coomer%2C%20Ga.%20S21Z0595.pdf
35_New-York_2023/05/18,35,People v. Johnson,New York,"May 18, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/People%20v.%20Johnson%2C%20N.Y.%20No.%2035.pdf
49126_Idaho_2023/05/17,49126,Idaho Power Co. v. Idaho State Tax Commission,Idaho,"May 17, 2023",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Idaho%20Power%20Co.%20v.%20Idaho%20State%20Tax%20Comm%27n%2C%20Idaho%2049126.pdf
SC99794_Missouri_2023/05/16,SC99794,State ex rel. Grooms v. Privette,Missouri,"May 16, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Grooms%20v.%20Privette%2C%20Mo.%20SC99794.pdf
DA-20-0461_Montana_2023/05/16,DA 20-0461,State v. Noli,Montana,"May 16, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Noli%2C%20Mont.%20DA%2020-0461.pdf
SJC-13329_Massachusetts_2023/05/15,SJC-13329,Commonwealth v. Rader,Massachusetts,"May 15, 2023",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Rader%2C%20Mass.%20SJC-13329.pdf
"2021AP1343,-2021AP1382_Wisconsin_2023/05/02","2021AP1343, 2021AP1382",Becker v. Dane Cnty.,Wisconsin,"May 2, 2023",Government Structure,False,https://statecourtreport.org/sites/default/files/2023-11/Becker%20v%20Dane%20County%20-%20Concurring%20and%20Dissenting%20Opinions%20-%2005.02.2023.pdf
DA-22-0207_Montana_2023/05/12,DA 22-0207,Weems v. State,Montana,"May 12, 2023",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Weems%20v.%20State%2C%20Mont.%20DA%2022-0207.pdf
342PA19-2_North-Carolina_2023/04/28,342PA19-2,Holmes v. Moore,North Carolina,"April 28, 2023",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2023-08/Holmes%20v.%20Moore%2C%20N.C.%20342PA19-3.pdf
