FIPS State and County Codes,Geographic area name,RAE Report Links
13125,"Glascock County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13125&geoType=county&view=report&reportType=detailed
13127,"Glynn County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13127&geoType=county&view=report&reportType=detailed
13129,"Gordon County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13129&geoType=county&view=report&reportType=detailed
13131,"Grady County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13131&geoType=county&view=report&reportType=detailed
13133,"Greene County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13133&geoType=county&view=report&reportType=detailed
13135,"Gwinnett County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13135&geoType=county&view=report&reportType=detailed
13137,"Habersham County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13137&geoType=county&view=report&reportType=detailed
13139,"Hall County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13139&geoType=county&view=report&reportType=detailed
13141,"Hancock County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13141&geoType=county&view=report&reportType=detailed
13143,"Haralson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13143&geoType=county&view=report&reportType=detailed
13145,"Harris County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13145&geoType=county&view=report&reportType=detailed
13147,"Hart County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13147&geoType=county&view=report&reportType=detailed
13149,"Heard County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13149&geoType=county&view=report&reportType=detailed
13151,"Henry County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13151&geoType=county&view=report&reportType=detailed
13153,"Houston County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13153&geoType=county&view=report&reportType=detailed
13155,"Irwin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13155&geoType=county&view=report&reportType=detailed
13157,"Jackson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13157&geoType=county&view=report&reportType=detailed
13159,"Jasper County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13159&geoType=county&view=report&reportType=detailed
13161,"Jeff Davis County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13161&geoType=county&view=report&reportType=detailed
13163,"Jefferson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13163&geoType=county&view=report&reportType=detailed
13165,"Jenkins County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13165&geoType=county&view=report&reportType=detailed
13167,"Johnson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13167&geoType=county&view=report&reportType=detailed
13169,"Jones County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13169&geoType=county&view=report&reportType=detailed
13171,"Lamar County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13171&geoType=county&view=report&reportType=detailed
13173,"Lanier County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13173&geoType=county&view=report&reportType=detailed
13175,"Laurens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13175&geoType=county&view=report&reportType=detailed
13177,"Lee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13177&geoType=county&view=report&reportType=detailed
13179,"Liberty County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13179&geoType=county&view=report&reportType=detailed
13181,"Lincoln County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13181&geoType=county&view=report&reportType=detailed
13183,"Long County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13183&geoType=county&view=report&reportType=detailed
13185,"Lowndes County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13185&geoType=county&view=report&reportType=detailed
13187,"Lumpkin County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13187&geoType=county&view=report&reportType=detailed
13189,"McDuffie County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13189&geoType=county&view=report&reportType=detailed
13191,"McIntosh County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13191&geoType=county&view=report&reportType=detailed
13193,"Macon County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13193&geoType=county&view=report&reportType=detailed
13195,"Madison County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13195&geoType=county&view=report&reportType=detailed
13197,"Marion County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13197&geoType=county&view=report&reportType=detailed
13199,"Meriwether County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13199&geoType=county&view=report&reportType=detailed
13201,"Miller County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13201&geoType=county&view=report&reportType=detailed
13205,"Mitchell County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13205&geoType=county&view=report&reportType=detailed
13207,"Monroe County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13207&geoType=county&view=report&reportType=detailed
13209,"Montgomery County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13209&geoType=county&view=report&reportType=detailed
13211,"Morgan County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13211&geoType=county&view=report&reportType=detailed
13213,"Murray County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13213&geoType=county&view=report&reportType=detailed
13215,"Muscogee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13215&geoType=county&view=report&reportType=detailed
13217,"Newton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13217&geoType=county&view=report&reportType=detailed
13219,"Oconee County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13219&geoType=county&view=report&reportType=detailed
13221,"Oglethorpe County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13221&geoType=county&view=report&reportType=detailed
13223,"Paulding County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13223&geoType=county&view=report&reportType=detailed
13225,"Peach County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13225&geoType=county&view=report&reportType=detailed
13227,"Pickens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13227&geoType=county&view=report&reportType=detailed
13229,"Pierce County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13229&geoType=county&view=report&reportType=detailed
13231,"Pike County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13231&geoType=county&view=report&reportType=detailed
13233,"Polk County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13233&geoType=county&view=report&reportType=detailed
13235,"Pulaski County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13235&geoType=county&view=report&reportType=detailed
13237,"Putnam County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13237&geoType=county&view=report&reportType=detailed
13239,"Quitman County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13239&geoType=county&view=report&reportType=detailed
13241,"Rabun County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13241&geoType=county&view=report&reportType=detailed
13243,"Randolph County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13243&geoType=county&view=report&reportType=detailed
13245,"Richmond County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13245&geoType=county&view=report&reportType=detailed
13247,"Rockdale County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13247&geoType=county&view=report&reportType=detailed
13249,"Schley County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13249&geoType=county&view=report&reportType=detailed
13251,"Screven County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13251&geoType=county&view=report&reportType=detailed
13253,"Seminole County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13253&geoType=county&view=report&reportType=detailed
13255,"Spalding County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13255&geoType=county&view=report&reportType=detailed
13257,"Stephens County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13257&geoType=county&view=report&reportType=detailed
13259,"Stewart County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13259&geoType=county&view=report&reportType=detailed
13261,"Sumter County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13261&geoType=county&view=report&reportType=detailed
13263,"Talbot County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13263&geoType=county&view=report&reportType=detailed
13265,"Taliaferro County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13265&geoType=county&view=report&reportType=detailed
13267,"Tattnall County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13267&geoType=county&view=report&reportType=detailed
13269,"Taylor County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13269&geoType=county&view=report&reportType=detailed
13271,"Telfair County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13271&geoType=county&view=report&reportType=detailed
13273,"Terrell County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13273&geoType=county&view=report&reportType=detailed
13275,"Thomas County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13275&geoType=county&view=report&reportType=detailed
13277,"Tift County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13277&geoType=county&view=report&reportType=detailed
13279,"Toombs County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13279&geoType=county&view=report&reportType=detailed
13281,"Towns County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13281&geoType=county&view=report&reportType=detailed
13283,"Treutlen County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13283&geoType=county&view=report&reportType=detailed
13285,"Troup County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13285&geoType=county&view=report&reportType=detailed
13287,"Turner County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13287&geoType=county&view=report&reportType=detailed
13289,"Twiggs County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13289&geoType=county&view=report&reportType=detailed
13291,"Union County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13291&geoType=county&view=report&reportType=detailed
13293,"Upson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13293&geoType=county&view=report&reportType=detailed
13295,"Walker County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13295&geoType=county&view=report&reportType=detailed
13297,"Walton County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13297&geoType=county&view=report&reportType=detailed
13299,"Ware County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13299&geoType=county&view=report&reportType=detailed
13301,"Warren County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13301&geoType=county&view=report&reportType=detailed
13303,"Washington County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13303&geoType=county&view=report&reportType=detailed
13305,"Wayne County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13305&geoType=county&view=report&reportType=detailed
13307,"Webster County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13307&geoType=county&view=report&reportType=detailed
13309,"Wheeler County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13309&geoType=county&view=report&reportType=detailed
13311,"White County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13311&geoType=county&view=report&reportType=detailed
13313,"Whitfield County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13313&geoType=county&view=report&reportType=detailed
13315,"Wilcox County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13315&geoType=county&view=report&reportType=detailed
13317,"Wilkes County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13317&geoType=county&view=report&reportType=detailed
13319,"Wilkinson County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13319&geoType=county&view=report&reportType=detailed
13321,"Worth County, Georgia",https://cbb.census.gov/rae/#industry0=00&geoId=13321&geoType=county&view=report&reportType=detailed
15,Hawaii,https://cbb.census.gov/rae/#industry0=00&geoId=15&geoType=state&view=report&reportType=detailed
15001,"Hawaii County, Hawaii",https://cbb.census.gov/rae/#industry0=00&geoId=15001&geoType=county&view=report&reportType=detailed
15003,"Honolulu County, Hawaii",https://cbb.census.gov/rae/#industry0=00&geoId=15003&geoType=county&view=report&reportType=detailed
15005,"Kalawao County, Hawaii",https://cbb.census.gov/rae/#industry0=00&geoId=15005&geoType=county&view=report&reportType=detailed
15007,"Kauai County, Hawaii",https://cbb.census.gov/rae/#industry0=00&geoId=15007&geoType=county&view=report&reportType=detailed
15009,"Maui County, Hawaii",https://cbb.census.gov/rae/#industry0=00&geoId=15009&geoType=county&view=report&reportType=detailed
16,Idaho,https://cbb.census.gov/rae/#industry0=00&geoId=16&geoType=state&view=report&reportType=detailed
16001,"Ada County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16001&geoType=county&view=report&reportType=detailed
16003,"Adams County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16003&geoType=county&view=report&reportType=detailed
16005,"Bannock County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16005&geoType=county&view=report&reportType=detailed
16007,"Bear Lake County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16007&geoType=county&view=report&reportType=detailed
16009,"Benewah County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16009&geoType=county&view=report&reportType=detailed
16011,"Bingham County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16011&geoType=county&view=report&reportType=detailed
16013,"Blaine County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16013&geoType=county&view=report&reportType=detailed
16015,"Boise County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16015&geoType=county&view=report&reportType=detailed
16017,"Bonner County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16017&geoType=county&view=report&reportType=detailed
16019,"Bonneville County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16019&geoType=county&view=report&reportType=detailed
16021,"Boundary County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16021&geoType=county&view=report&reportType=detailed
16023,"Butte County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16023&geoType=county&view=report&reportType=detailed
16025,"Camas County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16025&geoType=county&view=report&reportType=detailed
16027,"Canyon County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16027&geoType=county&view=report&reportType=detailed
16029,"Caribou County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16029&geoType=county&view=report&reportType=detailed
16031,"Cassia County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16031&geoType=county&view=report&reportType=detailed
16033,"Clark County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16033&geoType=county&view=report&reportType=detailed
16035,"Clearwater County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16035&geoType=county&view=report&reportType=detailed
16037,"Custer County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16037&geoType=county&view=report&reportType=detailed
16039,"Elmore County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16039&geoType=county&view=report&reportType=detailed
16041,"Franklin County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16041&geoType=county&view=report&reportType=detailed
16043,"Fremont County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16043&geoType=county&view=report&reportType=detailed
16045,"Gem County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16045&geoType=county&view=report&reportType=detailed
16047,"Gooding County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16047&geoType=county&view=report&reportType=detailed
16049,"Idaho County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16049&geoType=county&view=report&reportType=detailed
16051,"Jefferson County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16051&geoType=county&view=report&reportType=detailed
16053,"Jerome County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16053&geoType=county&view=report&reportType=detailed
16055,"Kootenai County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16055&geoType=county&view=report&reportType=detailed
16057,"Latah County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16057&geoType=county&view=report&reportType=detailed
16059,"Lemhi County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16059&geoType=county&view=report&reportType=detailed
16061,"Lewis County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16061&geoType=county&view=report&reportType=detailed
16063,"Lincoln County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16063&geoType=county&view=report&reportType=detailed
16065,"Madison County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16065&geoType=county&view=report&reportType=detailed
16067,"Minidoka County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16067&geoType=county&view=report&reportType=detailed
16069,"Nez Perce County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16069&geoType=county&view=report&reportType=detailed
16071,"Oneida County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16071&geoType=county&view=report&reportType=detailed
16073,"Owyhee County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16073&geoType=county&view=report&reportType=detailed
16075,"Payette County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16075&geoType=county&view=report&reportType=detailed
16077,"Power County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16077&geoType=county&view=report&reportType=detailed
16079,"Shoshone County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16079&geoType=county&view=report&reportType=detailed
16081,"Teton County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16081&geoType=county&view=report&reportType=detailed
16083,"Twin Falls County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16083&geoType=county&view=report&reportType=detailed
16085,"Valley County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16085&geoType=county&view=report&reportType=detailed
16087,"Washington County, Idaho",https://cbb.census.gov/rae/#industry0=00&geoId=16087&geoType=county&view=report&reportType=detailed
17,Illinois,https://cbb.census.gov/rae/#industry0=00&geoId=17&geoType=state&view=report&reportType=detailed
17001,"Adams County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17001&geoType=county&view=report&reportType=detailed
17003,"Alexander County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17003&geoType=county&view=report&reportType=detailed
17005,"Bond County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17005&geoType=county&view=report&reportType=detailed
17007,"Boone County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17007&geoType=county&view=report&reportType=detailed
17009,"Brown County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17009&geoType=county&view=report&reportType=detailed
17011,"Bureau County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17011&geoType=county&view=report&reportType=detailed
17013,"Calhoun County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17013&geoType=county&view=report&reportType=detailed
17015,"Carroll County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17015&geoType=county&view=report&reportType=detailed
17017,"Cass County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17017&geoType=county&view=report&reportType=detailed
17019,"Champaign County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17019&geoType=county&view=report&reportType=detailed
17021,"Christian County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17021&geoType=county&view=report&reportType=detailed
17023,"Clark County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17023&geoType=county&view=report&reportType=detailed
17025,"Clay County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17025&geoType=county&view=report&reportType=detailed
17027,"Clinton County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17027&geoType=county&view=report&reportType=detailed
17029,"Coles County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17029&geoType=county&view=report&reportType=detailed
17031,"Cook County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17031&geoType=county&view=report&reportType=detailed
17033,"Crawford County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17033&geoType=county&view=report&reportType=detailed
17035,"Cumberland County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17035&geoType=county&view=report&reportType=detailed
17037,"DeKalb County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17037&geoType=county&view=report&reportType=detailed
17039,"De Witt County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17039&geoType=county&view=report&reportType=detailed
17041,"Douglas County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17041&geoType=county&view=report&reportType=detailed
17043,"DuPage County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17043&geoType=county&view=report&reportType=detailed
17045,"Edgar County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17045&geoType=county&view=report&reportType=detailed
17047,"Edwards County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17047&geoType=county&view=report&reportType=detailed
17049,"Effingham County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17049&geoType=county&view=report&reportType=detailed
17051,"Fayette County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17051&geoType=county&view=report&reportType=detailed
17053,"Ford County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17053&geoType=county&view=report&reportType=detailed
17055,"Franklin County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17055&geoType=county&view=report&reportType=detailed
17057,"Fulton County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17057&geoType=county&view=report&reportType=detailed
17059,"Gallatin County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17059&geoType=county&view=report&reportType=detailed
17061,"Greene County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17061&geoType=county&view=report&reportType=detailed
17063,"Grundy County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17063&geoType=county&view=report&reportType=detailed
17065,"Hamilton County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17065&geoType=county&view=report&reportType=detailed
17067,"Hancock County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17067&geoType=county&view=report&reportType=detailed
17069,"Hardin County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17069&geoType=county&view=report&reportType=detailed
17071,"Henderson County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17071&geoType=county&view=report&reportType=detailed
17073,"Henry County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17073&geoType=county&view=report&reportType=detailed
17075,"Iroquois County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17075&geoType=county&view=report&reportType=detailed
17077,"Jackson County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17077&geoType=county&view=report&reportType=detailed
17079,"Jasper County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17079&geoType=county&view=report&reportType=detailed
17081,"Jefferson County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17081&geoType=county&view=report&reportType=detailed
17083,"Jersey County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17083&geoType=county&view=report&reportType=detailed
17085,"Jo Daviess County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17085&geoType=county&view=report&reportType=detailed
17087,"Johnson County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17087&geoType=county&view=report&reportType=detailed
17089,"Kane County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17089&geoType=county&view=report&reportType=detailed
17091,"Kankakee County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17091&geoType=county&view=report&reportType=detailed
17093,"Kendall County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17093&geoType=county&view=report&reportType=detailed
17095,"Knox County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17095&geoType=county&view=report&reportType=detailed
17097,"Lake County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17097&geoType=county&view=report&reportType=detailed
17099,"LaSalle County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17099&geoType=county&view=report&reportType=detailed
17101,"Lawrence County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17101&geoType=county&view=report&reportType=detailed
17103,"Lee County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17103&geoType=county&view=report&reportType=detailed
17105,"Livingston County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17105&geoType=county&view=report&reportType=detailed
17107,"Logan County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17107&geoType=county&view=report&reportType=detailed
17109,"McDonough County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17109&geoType=county&view=report&reportType=detailed
17111,"McHenry County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17111&geoType=county&view=report&reportType=detailed
17113,"McLean County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17113&geoType=county&view=report&reportType=detailed
17115,"Macon County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17115&geoType=county&view=report&reportType=detailed
17117,"Macoupin County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17117&geoType=county&view=report&reportType=detailed
17119,"Madison County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17119&geoType=county&view=report&reportType=detailed
17121,"Marion County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17121&geoType=county&view=report&reportType=detailed
17123,"Marshall County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17123&geoType=county&view=report&reportType=detailed
17125,"Mason County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17125&geoType=county&view=report&reportType=detailed
17127,"Massac County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17127&geoType=county&view=report&reportType=detailed
17129,"Menard County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17129&geoType=county&view=report&reportType=detailed
17131,"Mercer County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17131&geoType=county&view=report&reportType=detailed
17133,"Monroe County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17133&geoType=county&view=report&reportType=detailed
17135,"Montgomery County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17135&geoType=county&view=report&reportType=detailed
17137,"Morgan County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17137&geoType=county&view=report&reportType=detailed
17139,"Moultrie County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17139&geoType=county&view=report&reportType=detailed
17141,"Ogle County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17141&geoType=county&view=report&reportType=detailed
17143,"Peoria County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17143&geoType=county&view=report&reportType=detailed
17145,"Perry County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17145&geoType=county&view=report&reportType=detailed
17147,"Piatt County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17147&geoType=county&view=report&reportType=detailed
17149,"Pike County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17149&geoType=county&view=report&reportType=detailed
17151,"Pope County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17151&geoType=county&view=report&reportType=detailed
17153,"Pulaski County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17153&geoType=county&view=report&reportType=detailed
17155,"Putnam County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17155&geoType=county&view=report&reportType=detailed
17157,"Randolph County, Illinois",https://cbb.census.gov/rae/#industry0=00&geoId=17157&geoType=county&view=report&reportType=detailed
