FIPS State and County Codes,Geographic area name,RAE Report Links
36029,"Erie County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36029&geoType=county&view=report&reportType=detailed
36031,"Essex County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36031&geoType=county&view=report&reportType=detailed
36033,"Franklin County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36033&geoType=county&view=report&reportType=detailed
36035,"Fulton County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36035&geoType=county&view=report&reportType=detailed
36037,"Genesee County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36037&geoType=county&view=report&reportType=detailed
36039,"Greene County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36039&geoType=county&view=report&reportType=detailed
36041,"Hamilton County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36041&geoType=county&view=report&reportType=detailed
36043,"Herkimer County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36043&geoType=county&view=report&reportType=detailed
36045,"Jefferson County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36045&geoType=county&view=report&reportType=detailed
36047,"Kings County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36047&geoType=county&view=report&reportType=detailed
36049,"Lewis County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36049&geoType=county&view=report&reportType=detailed
36051,"Livingston County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36051&geoType=county&view=report&reportType=detailed
36053,"Madison County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36053&geoType=county&view=report&reportType=detailed
36055,"Monroe County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36055&geoType=county&view=report&reportType=detailed
36057,"Montgomery County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36057&geoType=county&view=report&reportType=detailed
36059,"Nassau County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36059&geoType=county&view=report&reportType=detailed
36061,"New York County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36061&geoType=county&view=report&reportType=detailed
36063,"Niagara County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36063&geoType=county&view=report&reportType=detailed
36065,"Oneida County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36065&geoType=county&view=report&reportType=detailed
36067,"Onondaga County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36067&geoType=county&view=report&reportType=detailed
36069,"Ontario County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36069&geoType=county&view=report&reportType=detailed
36071,"Orange County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36071&geoType=county&view=report&reportType=detailed
36073,"Orleans County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36073&geoType=county&view=report&reportType=detailed
36075,"Oswego County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36075&geoType=county&view=report&reportType=detailed
36077,"Otsego County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36077&geoType=county&view=report&reportType=detailed
36079,"Putnam County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36079&geoType=county&view=report&reportType=detailed
36081,"Queens County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36081&geoType=county&view=report&reportType=detailed
36083,"Rensselaer County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36083&geoType=county&view=report&reportType=detailed
36085,"Richmond County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36085&geoType=county&view=report&reportType=detailed
36087,"Rockland County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36087&geoType=county&view=report&reportType=detailed
36089,"St. Lawrence County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36089&geoType=county&view=report&reportType=detailed
36091,"Saratoga County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36091&geoType=county&view=report&reportType=detailed
36093,"Schenectady County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36093&geoType=county&view=report&reportType=detailed
36095,"Schoharie County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36095&geoType=county&view=report&reportType=detailed
36097,"Schuyler County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36097&geoType=county&view=report&reportType=detailed
36099,"Seneca County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36099&geoType=county&view=report&reportType=detailed
36101,"Steuben County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36101&geoType=county&view=report&reportType=detailed
36103,"Suffolk County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36103&geoType=county&view=report&reportType=detailed
36105,"Sullivan County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36105&geoType=county&view=report&reportType=detailed
36107,"Tioga County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36107&geoType=county&view=report&reportType=detailed
36109,"Tompkins County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36109&geoType=county&view=report&reportType=detailed
36111,"Ulster County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36111&geoType=county&view=report&reportType=detailed
36113,"Warren County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36113&geoType=county&view=report&reportType=detailed
36115,"Washington County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36115&geoType=county&view=report&reportType=detailed
36117,"Wayne County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36117&geoType=county&view=report&reportType=detailed
36119,"Westchester County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36119&geoType=county&view=report&reportType=detailed
36121,"Wyoming County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36121&geoType=county&view=report&reportType=detailed
36123,"Yates County, New York",https://cbb.census.gov/rae/#industry0=00&geoId=36123&geoType=county&view=report&reportType=detailed
37,North Carolina,https://cbb.census.gov/rae/#industry0=00&geoId=37&geoType=state&view=report&reportType=detailed
37001,"Alamance County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37001&geoType=county&view=report&reportType=detailed
37003,"Alexander County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37003&geoType=county&view=report&reportType=detailed
37005,"Alleghany County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37005&geoType=county&view=report&reportType=detailed
37007,"Anson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37007&geoType=county&view=report&reportType=detailed
37009,"Ashe County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37009&geoType=county&view=report&reportType=detailed
37011,"Avery County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37011&geoType=county&view=report&reportType=detailed
37013,"Beaufort County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37013&geoType=county&view=report&reportType=detailed
37015,"Bertie County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37015&geoType=county&view=report&reportType=detailed
37017,"Bladen County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37017&geoType=county&view=report&reportType=detailed
37019,"Brunswick County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37019&geoType=county&view=report&reportType=detailed
37021,"Buncombe County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37021&geoType=county&view=report&reportType=detailed
37023,"Burke County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37023&geoType=county&view=report&reportType=detailed
37025,"Cabarrus County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37025&geoType=county&view=report&reportType=detailed
37027,"Caldwell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37027&geoType=county&view=report&reportType=detailed
37029,"Camden County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37029&geoType=county&view=report&reportType=detailed
37031,"Carteret County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37031&geoType=county&view=report&reportType=detailed
37033,"Caswell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37033&geoType=county&view=report&reportType=detailed
37035,"Catawba County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37035&geoType=county&view=report&reportType=detailed
37037,"Chatham County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37037&geoType=county&view=report&reportType=detailed
37039,"Cherokee County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37039&geoType=county&view=report&reportType=detailed
37041,"Chowan County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37041&geoType=county&view=report&reportType=detailed
37043,"Clay County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37043&geoType=county&view=report&reportType=detailed
37045,"Cleveland County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37045&geoType=county&view=report&reportType=detailed
37047,"Columbus County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37047&geoType=county&view=report&reportType=detailed
37049,"Craven County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37049&geoType=county&view=report&reportType=detailed
37051,"Cumberland County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37051&geoType=county&view=report&reportType=detailed
37053,"Currituck County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37053&geoType=county&view=report&reportType=detailed
37055,"Dare County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37055&geoType=county&view=report&reportType=detailed
37057,"Davidson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37057&geoType=county&view=report&reportType=detailed
37059,"Davie County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37059&geoType=county&view=report&reportType=detailed
37061,"Duplin County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37061&geoType=county&view=report&reportType=detailed
37063,"Durham County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37063&geoType=county&view=report&reportType=detailed
37065,"Edgecombe County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37065&geoType=county&view=report&reportType=detailed
37067,"Forsyth County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37067&geoType=county&view=report&reportType=detailed
37069,"Franklin County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37069&geoType=county&view=report&reportType=detailed
37071,"Gaston County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37071&geoType=county&view=report&reportType=detailed
37073,"Gates County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37073&geoType=county&view=report&reportType=detailed
37075,"Graham County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37075&geoType=county&view=report&reportType=detailed
37077,"Granville County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37077&geoType=county&view=report&reportType=detailed
37079,"Greene County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37079&geoType=county&view=report&reportType=detailed
37081,"Guilford County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37081&geoType=county&view=report&reportType=detailed
37083,"Halifax County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37083&geoType=county&view=report&reportType=detailed
37085,"Harnett County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37085&geoType=county&view=report&reportType=detailed
37087,"Haywood County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37087&geoType=county&view=report&reportType=detailed
37089,"Henderson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37089&geoType=county&view=report&reportType=detailed
37091,"Hertford County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37091&geoType=county&view=report&reportType=detailed
37093,"Hoke County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37093&geoType=county&view=report&reportType=detailed
37095,"Hyde County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37095&geoType=county&view=report&reportType=detailed
37097,"Iredell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37097&geoType=county&view=report&reportType=detailed
37099,"Jackson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37099&geoType=county&view=report&reportType=detailed
37101,"Johnston County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37101&geoType=county&view=report&reportType=detailed
37103,"Jones County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37103&geoType=county&view=report&reportType=detailed
37105,"Lee County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37105&geoType=county&view=report&reportType=detailed
37107,"Lenoir County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37107&geoType=county&view=report&reportType=detailed
37109,"Lincoln County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37109&geoType=county&view=report&reportType=detailed
37111,"McDowell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37111&geoType=county&view=report&reportType=detailed
37113,"Macon County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37113&geoType=county&view=report&reportType=detailed
37115,"Madison County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37115&geoType=county&view=report&reportType=detailed
37117,"Martin County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37117&geoType=county&view=report&reportType=detailed
37119,"Mecklenburg County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37119&geoType=county&view=report&reportType=detailed
37121,"Mitchell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37121&geoType=county&view=report&reportType=detailed
37123,"Montgomery County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37123&geoType=county&view=report&reportType=detailed
37125,"Moore County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37125&geoType=county&view=report&reportType=detailed
37127,"Nash County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37127&geoType=county&view=report&reportType=detailed
37129,"New Hanover County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37129&geoType=county&view=report&reportType=detailed
37131,"Northampton County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37131&geoType=county&view=report&reportType=detailed
37133,"Onslow County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37133&geoType=county&view=report&reportType=detailed
37135,"Orange County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37135&geoType=county&view=report&reportType=detailed
37137,"Pamlico County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37137&geoType=county&view=report&reportType=detailed
37139,"Pasquotank County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37139&geoType=county&view=report&reportType=detailed
37141,"Pender County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37141&geoType=county&view=report&reportType=detailed
37143,"Perquimans County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37143&geoType=county&view=report&reportType=detailed
37145,"Person County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37145&geoType=county&view=report&reportType=detailed
37147,"Pitt County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37147&geoType=county&view=report&reportType=detailed
37149,"Polk County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37149&geoType=county&view=report&reportType=detailed
37151,"Randolph County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37151&geoType=county&view=report&reportType=detailed
37153,"Richmond County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37153&geoType=county&view=report&reportType=detailed
37155,"Robeson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37155&geoType=county&view=report&reportType=detailed
37157,"Rockingham County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37157&geoType=county&view=report&reportType=detailed
37159,"Rowan County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37159&geoType=county&view=report&reportType=detailed
37161,"Rutherford County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37161&geoType=county&view=report&reportType=detailed
37163,"Sampson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37163&geoType=county&view=report&reportType=detailed
37165,"Scotland County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37165&geoType=county&view=report&reportType=detailed
37167,"Stanly County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37167&geoType=county&view=report&reportType=detailed
37169,"Stokes County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37169&geoType=county&view=report&reportType=detailed
37171,"Surry County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37171&geoType=county&view=report&reportType=detailed
37173,"Swain County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37173&geoType=county&view=report&reportType=detailed
37175,"Transylvania County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37175&geoType=county&view=report&reportType=detailed
37177,"Tyrrell County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37177&geoType=county&view=report&reportType=detailed
37179,"Union County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37179&geoType=county&view=report&reportType=detailed
37181,"Vance County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37181&geoType=county&view=report&reportType=detailed
37183,"Wake County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37183&geoType=county&view=report&reportType=detailed
37185,"Warren County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37185&geoType=county&view=report&reportType=detailed
37187,"Washington County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37187&geoType=county&view=report&reportType=detailed
37189,"Watauga County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37189&geoType=county&view=report&reportType=detailed
37191,"Wayne County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37191&geoType=county&view=report&reportType=detailed
37193,"Wilkes County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37193&geoType=county&view=report&reportType=detailed
37195,"Wilson County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37195&geoType=county&view=report&reportType=detailed
37197,"Yadkin County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37197&geoType=county&view=report&reportType=detailed
37199,"Yancey County, North Carolina",https://cbb.census.gov/rae/#industry0=00&geoId=37199&geoType=county&view=report&reportType=detailed
38,North Dakota,https://cbb.census.gov/rae/#industry0=00&geoId=38&geoType=state&view=report&reportType=detailed
38001,"Adams County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38001&geoType=county&view=report&reportType=detailed
38003,"Barnes County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38003&geoType=county&view=report&reportType=detailed
38005,"Benson County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38005&geoType=county&view=report&reportType=detailed
38007,"Billings County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38007&geoType=county&view=report&reportType=detailed
38009,"Bottineau County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38009&geoType=county&view=report&reportType=detailed
38011,"Bowman County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38011&geoType=county&view=report&reportType=detailed
38013,"Burke County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38013&geoType=county&view=report&reportType=detailed
38015,"Burleigh County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38015&geoType=county&view=report&reportType=detailed
38017,"Cass County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38017&geoType=county&view=report&reportType=detailed
38019,"Cavalier County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38019&geoType=county&view=report&reportType=detailed
38021,"Dickey County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38021&geoType=county&view=report&reportType=detailed
38023,"Divide County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38023&geoType=county&view=report&reportType=detailed
38025,"Dunn County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38025&geoType=county&view=report&reportType=detailed
38027,"Eddy County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38027&geoType=county&view=report&reportType=detailed
38029,"Emmons County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38029&geoType=county&view=report&reportType=detailed
38031,"Foster County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38031&geoType=county&view=report&reportType=detailed
38033,"Golden Valley County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38033&geoType=county&view=report&reportType=detailed
38035,"Grand Forks County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38035&geoType=county&view=report&reportType=detailed
38037,"Grant County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38037&geoType=county&view=report&reportType=detailed
38039,"Griggs County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38039&geoType=county&view=report&reportType=detailed
38041,"Hettinger County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38041&geoType=county&view=report&reportType=detailed
38043,"Kidder County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38043&geoType=county&view=report&reportType=detailed
38045,"LaMoure County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38045&geoType=county&view=report&reportType=detailed
38047,"Logan County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38047&geoType=county&view=report&reportType=detailed
38049,"McHenry County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38049&geoType=county&view=report&reportType=detailed
38051,"McIntosh County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38051&geoType=county&view=report&reportType=detailed
38053,"McKenzie County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38053&geoType=county&view=report&reportType=detailed
38055,"McLean County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38055&geoType=county&view=report&reportType=detailed
38057,"Mercer County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38057&geoType=county&view=report&reportType=detailed
38059,"Morton County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38059&geoType=county&view=report&reportType=detailed
38061,"Mountrail County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38061&geoType=county&view=report&reportType=detailed
38063,"Nelson County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38063&geoType=county&view=report&reportType=detailed
38065,"Oliver County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38065&geoType=county&view=report&reportType=detailed
38067,"Pembina County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38067&geoType=county&view=report&reportType=detailed
38069,"Pierce County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38069&geoType=county&view=report&reportType=detailed
38071,"Ramsey County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38071&geoType=county&view=report&reportType=detailed
38073,"Ransom County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38073&geoType=county&view=report&reportType=detailed
38075,"Renville County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38075&geoType=county&view=report&reportType=detailed
38077,"Richland County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38077&geoType=county&view=report&reportType=detailed
38079,"Rolette County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38079&geoType=county&view=report&reportType=detailed
38081,"Sargent County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38081&geoType=county&view=report&reportType=detailed
38083,"Sheridan County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38083&geoType=county&view=report&reportType=detailed
38085,"Sioux County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38085&geoType=county&view=report&reportType=detailed
38087,"Slope County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38087&geoType=county&view=report&reportType=detailed
38089,"Stark County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38089&geoType=county&view=report&reportType=detailed
38091,"Steele County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38091&geoType=county&view=report&reportType=detailed
38093,"Stutsman County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38093&geoType=county&view=report&reportType=detailed
38095,"Towner County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38095&geoType=county&view=report&reportType=detailed
38097,"Traill County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38097&geoType=county&view=report&reportType=detailed
38099,"Walsh County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38099&geoType=county&view=report&reportType=detailed
38101,"Ward County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38101&geoType=county&view=report&reportType=detailed
38103,"Wells County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38103&geoType=county&view=report&reportType=detailed
38105,"Williams County, North Dakota",https://cbb.census.gov/rae/#industry0=00&geoId=38105&geoType=county&view=report&reportType=detailed
39,Ohio,https://cbb.census.gov/rae/#industry0=00&geoId=39&geoType=state&view=report&reportType=detailed
39001,"Adams County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39001&geoType=county&view=report&reportType=detailed
39003,"Allen County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39003&geoType=county&view=report&reportType=detailed
39005,"Ashland County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39005&geoType=county&view=report&reportType=detailed
39007,"Ashtabula County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39007&geoType=county&view=report&reportType=detailed
39009,"Athens County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39009&geoType=county&view=report&reportType=detailed
39011,"Auglaize County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39011&geoType=county&view=report&reportType=detailed
39013,"Belmont County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39013&geoType=county&view=report&reportType=detailed
39015,"Brown County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39015&geoType=county&view=report&reportType=detailed
39017,"Butler County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39017&geoType=county&view=report&reportType=detailed
39019,"Carroll County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39019&geoType=county&view=report&reportType=detailed
39021,"Champaign County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39021&geoType=county&view=report&reportType=detailed
39023,"Clark County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39023&geoType=county&view=report&reportType=detailed
39025,"Clermont County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39025&geoType=county&view=report&reportType=detailed
39027,"Clinton County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39027&geoType=county&view=report&reportType=detailed
39029,"Columbiana County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39029&geoType=county&view=report&reportType=detailed
39031,"Coshocton County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39031&geoType=county&view=report&reportType=detailed
39033,"Crawford County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39033&geoType=county&view=report&reportType=detailed
39035,"Cuyahoga County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39035&geoType=county&view=report&reportType=detailed
39037,"Darke County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39037&geoType=county&view=report&reportType=detailed
39039,"Defiance County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39039&geoType=county&view=report&reportType=detailed
39041,"Delaware County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39041&geoType=county&view=report&reportType=detailed
39043,"Erie County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39043&geoType=county&view=report&reportType=detailed
39045,"Fairfield County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39045&geoType=county&view=report&reportType=detailed
39047,"Fayette County, Ohio",https://cbb.census.gov/rae/#industry0=00&geoId=39047&geoType=county&view=report&reportType=detailed
